text,real_label,pred_label,percentage
"A Don`t Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",negative,neutral,0.6204
 it starts @ 6. But we will be there until they throw us out. Traffic will be crazy!,negative,neutral,0.3978
About to embark on a large tour of bars for a project.  Hopefully I won`t die from alcohol poisoning,positive,neutral,0.4487
 thank you for your comment,positive,positive,0.9617
 thankyou,positive,positive,0.7718
 hahah I wish that was true. This is really really bad  just gonna stay home and chill tonight. And as usual I REALLY wanted to go.,neutral,negative,0.7161
I`m awake and can`t sleep bc I`m feeling sick  yuck!!!,negative,negative,0.9531
 i agree with  spongebob is better,positive,positive,0.7839
 : They R sending TW business ppl 2 the mainland 2 return the favor - Re: Chinese police representatives in TW,neutral,neutral,0.8557
Not excited of blowing out another candle today... [as when I was a kid!],negative,negative,0.8865
FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone,positive,positive,0.9536
so bored without a camera,negative,negative,0.7865
 OMG!! that is tragic!,neutral,negative,0.9411
"  Yeah, I only drank a little bit anyways. It definitely was the show and not the drink!!",neutral,positive,0.5162
I think my iPod touch may be breaking itself.,neutral,negative,0.9241
We have a tour of students this morning: huge pick-up for Mothers day:speaking for a luncheon:100 planters to do: nothing boring here,neutral,positive,0.7451
_emo_zac and a good morning from france to my zaccie,positive,positive,0.8933
" Thanks, Kelly! You are too sweet!",positive,positive,0.9912
 happy birthday month!! I only get a day but you deserve the whole month,positive,positive,0.9899
 thanks alot. Hope you can help spread the word and get people involved. We are already making a real difference,positive,positive,0.9705
 ahahahaha you love Twilight don`t liee!!!  and we all know I love Robert Pattinson!!,positive,positive,0.9835
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,neutral,neutral,0.783
 at home  im so lonely here...,negative,negative,0.7471
"Well, I`m here, good morning/brunch-ish I took my exam, think I did good",positive,positive,0.9733
" lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, Mmmm grapes!",negative,negative,0.9111
R.I.P little bird that flew into my window snapping his neck,negative,negative,0.6636
"The Killers on Jonathan Ross completely epitomised why I love them with all my fangirl heart.  Seriously wow.  I miss Reading, & Dublin",neutral,positive,0.9831
" i`m still awake, coulnd`t go back to sleep",neutral,neutral,0.6357
": G`night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",positive,positive,0.9011
 Totally!!! Rock onnnn!,positive,positive,0.9363
"Twitter question: should I go to my brothers 1st soccer game of the season? OR, Should I stay warmed up in bed? 2 minutes to reply!!",neutral,neutral,0.7861
. Really I look like a boy!!! I need someone to do my hair!,neutral,neutral,0.5359
 Did you know its Star Wars Day today... May the 4th be with you!,neutral,positive,0.9544
 It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 <<have a look,neutral,neutral,0.828
 Aw thank you. I suppose it`s a good thing since it means more tweeting.,positive,positive,0.9713
 www.youtube.com/watch?v=CyJvgnP9-vA sowwwwyy! U girls make me twisted all time,negative,negative,0.8454
I wish I could go to E3.  Oh well....,neutral,neutral,0.4465
got one because of my babygirl,neutral,positive,0.8431
 Yeah that`s me  I used my initials for my Flickr account!,neutral,neutral,0.6251
 PANGE???!!!!! AHAHAHAHAHA. You two could meet up for drinks.,neutral,positive,0.7116
 Absolutely!  When we hit bottom there is only one way to go.,neutral,neutral,0.4578
 I would be there... But I live across the country,neutral,neutral,0.6417
 yay! you should do it. just think about the animals and it`s not as hard,positive,positive,0.8678
Baking cakes with my Momma! ),neutral,positive,0.721
 haha we had balcony seats  not that great. there`s a giant dragon thing that has glowing red eyes and moves its wings!,negative,neutral,0.4559
 Yeah it sucks i tried to ask a Q 2. But they never answered.  But i loved it when joe hugged nick.,neutral,negative,0.4697
 anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,positive,positive,0.9439
 haha I really don`t but I`m going to this workshop at school next week. Are you going? Plus my car is broken right now,neutral,negative,0.7233
Money Laundering tip 5 - Sell the business or constructed hotel etc and take possession of your now clean money,neutral,neutral,0.6804
I`m very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted,negative,negative,0.7788
wishes  would admit she has a new lovah,neutral,neutral,0.6762
"bah, i h8 waking up",negative,neutral,0.5967
  you told me u would be there...lol! Hmmmm where were u.....,neutral,neutral,0.6721
 Don`t we all!,neutral,neutral,0.6484
  Hi Jenna. Hope all is well   Just thinking of you and wishing you the best! Lots of love from over here in New York!!!,positive,positive,0.9865
" ooh a storm, that`s always welcome news  Happy Mothers Day!",positive,positive,0.9871
" wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",positive,positive,0.9468
 But yeah...I`m sad about my 'Ravenclaw' account. I love that account to bits.,neutral,neutral,0.3741
looks like my ION-based mini-itx board won`t ship until mid-June now at the earliest,neutral,neutral,0.6098
Q: what studio created `Open Season`? should google it or look at the dvd downstairs but feeling lazy,negative,neutral,0.5787
so Roman is now on pain killers and some LQ meds. Thanks Jess for agreeing to go get him yogurt before you go out!,neutral,positive,0.5913
Got my hair cut. Great.  stupid gum.,negative,positive,0.7416
Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...,negative,negative,0.9052
Love my mommy happy mothers day,positive,positive,0.9918
"despite rain, having a fantastic day",positive,positive,0.9669
waiting for the last video to be rendered. while watching episode 11,positive,neutral,0.8862
_Rankin  I know! a whole different meat pie back then,neutral,neutral,0.735
Yesterday was the 1 year anniversary of the best day ever! YAY MCR!!!!,positive,positive,0.9924
I am sad today,negative,negative,0.9575
The pool doesnt open til tomorrow!,neutral,neutral,0.7474
" I`m having elevated error rates... StreamKeys not found, and then connection problems. Server migration isn`t easy, huh  ?",neutral,negative,0.8834
home from school now. watching that `70 show,neutral,neutral,0.7792
  thanks hun!! I`m working hard over here...  thanks mama!! I yuhh you!!!,positive,positive,0.9683
" Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday",negative,neutral,0.4667
changed my picture on my profile in friendster,neutral,neutral,0.8415
 boo...I thought being on the list meant it would be good to go  looks like i`ll have to get a CF adapter for my dslr!,negative,positive,0.7181
 unusual for them,neutral,neutral,0.7118
So tired and I have work at 5pm  #fb,negative,negative,0.7677
Remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,neutral,positive,0.6258
 that was so much fun! the banana dessert alone is worth the trip to austin! we`ll be back soon,positive,positive,0.9903
 yeah doesn`t that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad,negative,negative,0.9495
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,negative,negative,0.8882
Liking the Windows 7 Release Candidate so far... (also liking my new video card and terabyte harddisk  ),positive,positive,0.979
ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  HAPPY MOTHERS DAY,positive,positive,0.9392
Happy Mother`s Day Mama bear,positive,positive,0.9835
on youtube now!,neutral,neutral,0.6576
 ah allergies  you must be sleeping walking at work!,neutral,negative,0.5386
 awesome! have to take a look at them when i`m home.,positive,positive,0.9686
Just realized I hold a membership in the gym - saw my bank statement,neutral,neutral,0.7734
wants Friday to come quick! I want my beauty sleep and shopping...,neutral,positive,0.7848
Exhausted. Thank goodness my race is almost here! All this training is ruining my social life,neutral,positive,0.4467
"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season",positive,positive,0.9885
Goin 2 eat some SMACKS 4 breakfast then getting started on my day- catch ya on the flipside- I really wish I cud go mobile-dang Bahrain,positive,neutral,0.4173
 well she likes it so i call it a SUCCESS,positive,positive,0.7965
i hate history coursework sooo much,negative,negative,0.9818
says misses my cousins so badly!!!  http://plurk.com/p/x2bha,negative,negative,0.575
"is on her way to Seattle! Yay for Seattle, boo for Matt leaving.",neutral,positive,0.7968
It`s teacher appreciation week - been out making deliveries to instructors this morning,neutral,positive,0.6032
 Oh that can`t be nice,negative,negative,0.8455
 dude you didn`t even say bye,negative,negative,0.502
"Happy Mother`s day! Going to cook something, thank goodness there`s tablespotting",positive,positive,0.9877
It is Gloomy outside. It is making me sad  I miss the sun and its happiness!!,negative,negative,0.826
brad we should be at Olympic village watching this. Season 1 with a 30 rack adult hood,neutral,positive,0.5308
"Thanks everyone for twittering with me. Still a newbie.. so if you have friends who you would like to invite here, please help a girl out",positive,positive,0.9304
missing bham,negative,neutral,0.6645
" so wednesday my mom is making a huge special dinner & whatnot to celebrate the new single, just so ya knoww",positive,positive,0.8798
Sick of fighting so it looks like no more burlesque for me,negative,negative,0.9239
 Aww...thanks! He`s the best husband ever. He really is. I`m so lucky!  Hope you`re having a wonderful Saturday evening!,positive,positive,0.9939
 Your STFU E3 list link is broke,neutral,negative,0.8577
" Hey lady, will you be coming to Canada in the fall? I`d love to see you in concert some time! It`ll be my 1st time!",positive,positive,0.9839
I think I`ve finally reached the point in my life where I need a nasal hair trimmer,neutral,neutral,0.513
Okay now that i will not be able to sleep tonight what should we do,neutral,negative,0.8049
Nice and clean now,positive,positive,0.8231
 aww :/ kk I need to do a huge shopping trip at joshstore to get you also a joshmobile.. pft.,neutral,neutral,0.6498
time for me to go to bed. Am very tired. catch up with you all in a couple of days when I land & recover from flying to Denmark,negative,negative,0.5094
I think I might like Twiterfon better than Tweetie now. Recent upgrades from Twiterfon have been great! None from Tweetie,positive,positive,0.9797
 i wish i was there! but i live in holland ): but i`m going to see you in paris,neutral,positive,0.6018
 I`ma say you should smudge yourself before I start calling people given the malicious action we pulled the other night,negative,negative,0.7369
lunch in the forrest ... its so baron.  fpu is so dead,neutral,negative,0.8092
http://twitpic.com/4ja4b - me & raj SQUAD UP! ,neutral,neutral,0.7838
" yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",positive,positive,0.9783
Back from brunch. Hopefully I lured two more friends here.,neutral,positive,0.9321
